1404,10,9
1405,10,6
1406,10,8
1407,10,8
1408,10,4
141,20,2
1410,10,5
1411,10,7
1412,10,6
1413,10,1
1414,10,4
1416,10,5
1418,15,13
142,11,1
1420,15,5
1421,20,7
1422,10,7
1424,10,1
1425,10,6
1426,15,11
1427,10,6
1428,10,0
1429,15,6
143,9,3
1430,20,3
1431,10,3
1433,10,2
1434,15,5
1435,15,1
1436,15,5
1437,15,2
1438,15,13
144,10,4
1440,10,4
1441,15,11
1442,8,5
1443,10,7
1444,10,8
1445,10,2
1446,10,7
1447,15,3
1448,15,10
1449,15,5
145,9,2
1450,10,4
1451,10,6
1452,15,9
1453,9,4
1454,10,6
1455,10,6
1456,10,8
1457,10,5
146,12,10
147,7,9
148,11,2
150,15,7
1501,9,6
1503,12,9
1504,10,9
1506,20,9
1509,10,7
151,10,15
1510,10,9
1511,9,9
1512,20,4
1513,20,3
1514,10,3
1515,10,5
1516,10,9
1518,10,4
1519,10,1
152,30,7
1520,10,2
1522,10,4
1525,10,0
1526,8,4
1527,10,1
1528,10,0
1529,15,11
153,12,12
1530,10,7
1531,10,4
1532,10,6
1533,10,9
1534,20,13
1535,10,2
1536,20,15
1537,10,5
1538,8,8
1539,10,6
154,13,9
1540,10,4
1541,10,1
1542,10,4
1543,10,5
1545,10,1
155,15,2
156,10,7
157,12,2
158,15,1
159,7,0
160,20,6
1601,20,11
1602,15,4
1603,10,10
1605,10,0
1606,10,4
1608,10,6
161,8,0
1610,20,6
1611,20,4
1616,10,5
1617,20,2
1619,10,0
162,15,4
1620,10,0
1623,20,6
1625,20,1
1627,14,3
1628,10,3
163,7,6
1630,10,1
1634,15,0
1635,11,1
1636,10,5
1637,15,2
1639,10,4
164,10,7
1640,10,6
1641,15,1
1642,7,0
1643,10,3
1646,20,2
165,20,16
1650,20,4
1651,20,12
1652,10,3
1653,10,4
1654,15,0
1655,15,2
1656,10,7
1657,10,9
1659,10,0
166,20,17
1660,8,2
1661,10,0
1662,15,6
1663,20,15
1664,10,0
1665,10,3
1666,10,0
1667,10,1
1668,10,6
1669,9,1
167,15,15
1670,15,0
1671,15,5
1672,15,2
1673,10,6
1674,15,5
1675,14,2
1677,10,0
1678,15,1
1679,15,4
168,20,6
1680,10,2
1681,12,5
1682,13,5
169,15,12
170,10,8
1702,10,7
1703,15,12
1705,15,2
1706,10,6
1707,15,6
1708,8,4
1709,15,5
1712,15,5
1713,10,0
1714,10,2
1715,20,6
1716,10,6
1717,15,7
1719,10,9
172,8,8
1720,20,1
1721,12,9
1722,15,6
1723,10,9
1725,10,8
1726,8,0
1727,15,3
1728,15,10
173,8,4
174,10,9
175,20,13
176,10,1
177,8,5
178,10,5
179,15,14
180,10,6
1804,10,9
1805,10,10
1806,10,8
1808,20,24
1809,10,11
181,15,2
1812,10,12
1814,8,3
1816,20,17
1819,10,10
182,10,4
1820,10,8
1821,10,11
1822,10,8
1823,20,13
1824,15,13
1825,10,8
1826,20,17
1827,20,14
1828,10,7
1829,10,11
183,15,9
1830,15,13
1831,10,7
1833,10,6
1834,15,13
1835,10,7
1836,7,4
1839,20,14
184,9,3
1840,20,11
1841,10,6
1842,15,14
1843,10,4
1845,15,12
1846,15,15
1847,10,7
1848,10,8
1849,10,5
185,15,8
1850,10,5
1851,10,5
186,40,21
188,10,2
1901,10,6
1904,10,12
1906,20,11
1907,12,7
1908,10,6
191,10,6
1910,5,4
1911,10,16
1912,10,3
1913,10,4
1914,10,6
1916,10,5
192,10,3
1920,10,3
1924,10,7
1925,20,18
1928,10,7
1929,10,10
1930,7,6
1931,10,13
1933,10,2
1936,10,11
1937,15,9
194,10,8
1941,10,12
1943,10,9
195,10,9
1951,20,14
1952,15,16
1953,20,14
1955,10,9
1956,10,9
1957,15,6
1958,10,6
1959,10,8
196,10,1
1960,10,7
1961,15,12
1962,15,2
1963,10,5
1964,10,9
1965,15,10
1966,10,5
1967,10,4
1968,12,12
1969,10,15
1971,10,10
1973,10,10
1974,10,9
1975,10,7
1976,10,7
1977,15,13
1979,10,8
198,15,5
1981,10,6
1983,10,9
1984,10,8
1985,20,10
199,30,31
200,20,7
2002,20,14
2003,10,6
2007,20,13
2008,10,0
2009,10,12
201,15,12
2012,10,1
2013,30,0
2015,10,1
2016,10,6
202,30,20
2020,10,5
2024,10,12
2025,15,13
2026,10,11
2027,15,4
2028,10,11
203,15,12
2032,10,9
2033,10,13
2034,20,16
2036,20,19
2037,20,17
2038,10,8
204,13,8
2040,10,9
2041,10,3
2048,10,3
205,20,12
2050,10,16
2054,10,8
2056,10,3
2057,10,8
2058,10,7
2059,10,9
206,35,29
2060,10,5
2061,10,12
2062,10,8
2063,15,7
2064,10,7
2065,15,12
207,40,32
209,12,9
210,21,14
2102,20,14
2103,10,5
2104,13,11
2105,12,4
2106,12,10
2107,25,9
2108,20,20
2109,15,3
211,13,11
2110,9,7
2111,10,0
2112,15,9
2113,10,0
2115,15,7
2116,9,2
2119,10,3
212,35,25
2122,20,10
2127,10,0
2128,12,1
2129,10,1
213,15,13
2130,15,2
2135,11,2
2136,10,12
2137,10,2
2139,10,7
214,20,11
2140,12,17
2141,12,16
2143,10,3
2144,15,19
2145,12,12
2148,10,10
215,10,6
2153,10,7
2156,12,2
2157,10,9
2159,10,1
216,10,1
2160,15,0
2164,8,10
2165,10,2
2167,12,4
2169,7,5
217,10,16
2170,10,12
2171,17,4
2172,20,3
2173,10,10
2174,10,2
2175,10,2
2176,15,4
218,20,9
219,12,11
220,30,9
2201,20,14
2202,20,5
2203,20,2
2205,15,16
2206,20,23
2207,9,6
221,10,3
2210,15,2
2211,10,1
2213,20,6
2214,15,15
2215,10,7
2217,20,20
2219,20,18
222,12,8
2220,10,10
2221,15,5
2222,10,16
2223,20,11
2225,15,3
2226,15,7
2227,15,9
2228,20,14
2229,10,11
223,20,6
2230,20,14
2231,15,12
2233,20,1
2235,15,4
2237,20,10
2239,10,1
224,20,10
2241,10,2
2242,20,0
2243,15,21
2244,20,6
2245,20,17
2246,15,3
2247,25,19
2248,10,14
2249,10,9
225,26,24
2250,10,10
2251,10,9
2252,25,5
2255,25,27
2256,10,11
2257,10,4
2258,20,6
2259,15,0
226,20,21
2262,20,19
2263,20,19
2264,9,7
2265,25,15
2266,15,4
2268,10,7
2269,10,1
227,10,8
2270,10,9
2271,8,7
2272,10,7
2273,10,11
2274,10,2
2275,10,11
2276,15,7
2277,10,8
2279,10,5
228,10,4
2281,7,5
2282,15,3
2283,10,0
2284,10,1
2285,15,10
2286,10,2
2287,10,2
2288,10,0
2289,10,1
229,20,8
2290,10,9
2292,15,11
2293,10,11
2294,15,12
2297,10,7
2298,12,6
230,10,8
2301,10,8
2302,10,0
2303,15,0
2304,10,17
2305,10,7
2306,30,2
2307,10,8
2308,14,7
2309,10,6
231,10,0
2310,10,5
2311,10,4
2312,10,2
2313,10,4
2314,10,3
2315,10,1
2316,10,2
2317,10,4
2318,15,3
2319,10,6
232,20,19
2320,10,4
2321,10,9
2322,15,1
2323,10,5
2324,10,8
2325,10,7
2326,10,10
2327,15,16
2328,10,5
2329,10,1
233,10,6
2330,10,16
2331,20,1
2332,8,4
2333,15,0
2334,15,0
2335,10,12
2336,10,0
2337,15,7
2339,10,7
234,10,8
2340,15,11
2341,10,1
2342,10,6
2343,10,3
2344,10,9
2347,15,1
2348,20,5
2349,10,10
235,10,2
2350,10,4
2351,15,11
2352,10,3
2353,10,2
2354,5,1
2355,20,1
2356,10,6
2357,15,0
2358,10,7
2359,10,7
236,10,11
2360,15,7
2361,10,6
2362,10,4
2363,15,6
2364,10,5
2365,15,4
2368,10,1
2369,20,7
237,20,16
2370,20,5
2371,10,3
2372,10,7
2373,20,1
2375,10,7
2376,20,3
2377,10,7
238,10,3
2380,15,0
2381,8,0
2382,11,5
2383,10,7
2384,10,5
2385,10,0
2386,10,1
2387,10,12
2388,10,4
239,20,19
240,10,8
241,10,0
242,15,15
243,15,6
244,20,10
245,10,13
247,19,0
248,10,6
249,8,1
250,10,4
251,10,1
252,10,11
253,10,2
254,10,5
255,10,7
256,10,1
257,10,4
258,14,8
259,17,13
260,15,3
262,12,7
263,12,11
264,15,2
265,15,8
266,10,5
267,10,4
268,10,1
270,10,3
271,10,9
272,20,0
274,10,2
275,10,2
276,10,1
277,10,7
278,10,4
279,15,4
300,7,5
301,16,0
302,12,6
303,8,4
304,7,1
305,16,13
306,9,2
307,11,6
308,10,3
309,13,9
310,10,7
3100,8,1
3101,13,9
3102,10,8
311,35,34
312,7,6
313,5,1
314,10,9
315,9,2
316,12,12
320,20,11
321,15,10
322,15,5
324,10,5
326,20,12
327,10,13
328,11,15
329,8,7
331,10,7
332,5,5
334,10,13
335,10,0
336,10,1
337,5,4
338,18,8
339,10,4
340,8,3
341,10,6
342,10,5
343,12,7
344,10,6
345,15,10
346,10,10
347,18,12
348,14,5
349,7,1
350,1,0
3500,10,5
3501,10,6
3502,15,11
3503,20,11
3504,8,6
3505,12,4
3507,25,12
3508,10,3
3509,20,8
351,8,1
3510,10,1
3511,10,2
3513,10,2
3514,10,0
3515,20,8
3516,10,7
3517,10,5
3518,8,4
3519,10,6
352,15,0
3520,10,4
3521,10,11
3522,9,0
3523,10,6
3524,15,5
353,8,3
354,10,4
355,15,18
356,15,6
358,13,12
359,8,3
361,10,4
362,10,3
363,10,10
364,8,0
367,8,1
368,12,10
369,20,13
370,8,5
371,10,2
372,10,1
373,8,3
374,10,4
375,8,4
377,10,9
378,10,3
379,7,4
380,8,8
381,10,4
382,7,2
383,17,10
384,10,8
385,10,7
386,10,2
387,10,7
388,10,7
389,10,14
390,10,7
391,8,3
393,10,8
394,15,5
395,8,3
397,13,5
400,15,2
401,15,8
402,20,3
403,20,4
405,8,5
406,15,3
407,8,5
408,20,7
409,25,22
410,10,4
411,9,7
412,20,10
413,9,5
414,8,4
415,10,10
416,12,8
417,20,8
418,10,4
419,21,14
420,40,35
421,8,6
422,13,7
424,15,4
425,10,4
426,10,11
446,10,6
447,10,7
449,10,8
450,20,15
451,13,2
500,10,0
501,15,5
502,15,5
503,15,1
504,5,0
505,10,1
506,7,0
507,7,1
508,10,0
509,20,10
510,10,3
511,16,11
512,15,1
513,8,2
514,7,1
515,10,5
516,10,2
518,20,4
519,20,6
520,10,3
521,14,8
522,9,6
523,11,3
524,10,4
525,20,20
526,10,3
529,15,1
530,9,1
533,7,3
534,20,10
535,16,2
536,8,3
537,10,6
538,15,4
539,10,0
540,8,4
542,19,0
543,20,5
544,20,11
546,8,9
548,20,3
549,10,6
550,15,3
551,10,10
552,10,4
553,10,4
554,24,0
555,10,1
556,20,6
557,10,3
558,20,11
559,10,0
560,8,6
561,10,2
562,10,1
563,10,10
564,15,6
565,20,18
567,15,6
568,10,5
569,10,5
571,20,8
572,20,22
573,10,12
574,20,17
575,10,7
576,10,10
577,10,6
578,8,4
579,8,6
580,6,2
581,13,12
582,10,7
583,20,9
584,20,7
585,9,3
586,10,4
587,10,0
588,15,3
589,8,2
590,10,0
591,5,0
592,15,0
593,5,6
594,15,20
600,10,4
601,10,2
602,10,4
604,15,10
605,8,1
606,6,3
607,10,5
608,10,5
609,20,12
610,10,0
612,20,15
613,10,7
614,20,12
615,20,11
616,20,13
617,20,11
621,15,3
622,15,9
623,20,8
624,10,2
625,9,5
626,10,2
627,10,10
628,15,4
630,15,2
631,15,10
633,8,2
634,20,16
635,12,1
636,10,5
637,10,1
638,20,18
639,14,16
640,6,4
641,10,8
642,7,6
643,10,4
646,10,10
647,10,4
648,15,3
650,20,3
651,10,5
7,10,0
700,20,7
701,8,0
702,16,9
703,12,11
704,15,9
706,15,16
707,10,8
708,16,7
709,20,14
710,12,12
711,20,11
712,14,10
713,20,15
714,10,9
716,15,14
719,10,7
720,10,5
722,10,3
723,15,20
724,15,14
725,15,15
726,15,8
729,10,0
731,10,9
732,10,1
733,10,7
734,10,8
735,10,6
736,10,4
737,10,2
739,15,14
740,10,8
741,10,3
742,10,4
743,10,6
744,10,5
745,10,2
746,10,4
747,10,6
748,15,8
749,10,1
750,10,7
752,10,7
800,15,6
802,10,6
803,10,5
805,9,10
806,20,12
807,10,1
808,10,4
809,10,5
810,10,6
811,20,15
812,20,7
813,20,11
815,20,3
816,15,11
817,9,6
818,15,4
819,12,8
820,10,8
822,10,3
823,10,2
825,15,4
826,20,6
827,20,8
828,7,5
829,20,15
830,10,1
831,15,7
832,15,9
834,15,5
835,10,5
836,15,15
837,10,5
838,8,8
900,20,6
901,10,1
902,10,3
903,20,7
904,18,9
905,11,9
906,10,3
907,10,8
908,10,6
909,10,10
911,10,2
912,10,3
913,15,11
914,20,6
915,10,5
916,7,2
917,9,0
919,10,1
921,10,4
922,10,3
923,10,3
924,15,6
925,8,8
926,8,6
927,10,7
928,15,7
930,7,5
931,10,3
932,10,0
933,10,7
934,15,4
935,7,2
937,15,7
938,15,9
939,15,8
941,11,4
942,15,4
943,10,3
945,10,4
946,10,0
947,10,5
948,10,11
949,7,7
950,7,5
951,15,4
952,10,6
953,10,1
954,10,11
956,9,3
9999,20,0
상암센터 정비실,20,1
위트콤,12,0
위트콤공장,66,0
